evc,evh,percent
87,18,0.379041452
86,18,0.151640642
85,18,0.19520102
84,18,0.241863645
83,18,0.291989445
82,18,0.340723101
81,18,0.396786999
80,18,0.449697088
79,18,0.497210469
78,18,0.543572322
77,18,0.586488188
76,18,0.619787944
75,18,0.728461159
74,18,0.661431974
73,18,0.667447413
72,18,0.666364634
71,18,0.653594715
70,18,0.627375991
69,18,0.594342634
68,18,0.568502023
67,18,0.524735402
66,18,0.482524202
65,18,0.59716989
64,18,0.40458129
63,18,0.37104951
62,18,0.339485639
61,18,0.30637494
60,18,0.280603077
59,18,0.253748435
58,18,0.230374155
57,18,0.21463089
56,18,0.193052648
55,18,0.204241366
54,18,0.160397404
53,18,0.148615736
52,18,0.133525575
51,18,0.123763376
50,18,0.111354383
49,18,0.102906987
48,18,0.093368218
47,18,0.084491148
46,18,0.076275776
45,18,0.080314714
44,18,0.062586354
43,18,0.055866248
42,18,0.051199986
41,18,0.044488474
40,18,0.040475316
39,18,0.035963736
38,18,0.032216977
37,18,0.028470217
36,18,0.024517214
35,18,0.028513184
34,18,0.019025977
33,18,0.016740109
32,18,0.014651893
31,18,0.013148033
30,18,0.010956694
29,18,0.009392679
28,18,0.008103657
27,18,0.006763073
26,18,0.00581779
25,18,0.006599797
24,18,0.003789727
23,18,0.003188183
22,18,0.002646793
21,18,0.00187338
20,18,0.001546827
19,18,0.001220275
18,18,0.000876536
17,18,0.000730446
16,18,0.000610137
15,18,0.000696072
14,18,0.000266398
13,18,0.000232024
12,18,0.000180463
11,18,0.000111715
10,18,0.000180463
87,17,0.135184118
86,17,0.060773128
85,17,0.081861541
84,17,0.103319474
83,17,0.129606946
82,17,0.159288844
81,17,0.190723814
80,17,0.224315748
79,17,0.255596035
78,17,0.286867728
77,17,0.318354258
76,17,0.349247838
75,17,0.378010233
74,17,0.397843998
73,17,0.42588454
72,17,0.43473583
71,17,0.44205748
70,17,0.450616591
69,17,0.449688495
68,17,0.440699709
67,17,0.430610957
66,17,0.415967658
65,17,0.395678439
64,17,0.375346253
63,17,0.355890602
62,17,0.331803063
61,17,0.311127137
60,17,0.289755139
59,17,0.265796502
58,17,0.251058674
57,17,0.230245253
56,17,0.214020753
55,17,0.198097024
54,17,0.185447414
53,17,0.171448626
52,17,0.157346717
51,17,0.144456489
50,17,0.136834067
49,17,0.123875091
48,17,0.113107454
47,17,0.102030452
46,17,0.093428373
45,17,0.086502024
44,17,0.077942912
43,17,0.06765651
42,17,0.060627039
41,17,0.053288203
40,17,0.046954804
39,17,0.041033893
38,17,0.036797304
37,17,0.032483375
36,17,0.028538965
35,17,0.024826579
34,17,0.021561055
33,17,0.0188627
32,17,0.015751859
31,17,0.013594894
30,17,0.010965287
29,17,0.009702045
28,17,0.007596641
27,17,0.006754479
26,17,0.005491237
25,17,0.004460019
24,17,0.004150653
23,17,0.002947565
22,17,0.002655387
21,17,0.002028063
20,17,0.001486673
19,17,0.001185901
18,17,0.00096247
17,17,0.00076482
16,17,0.000584357
15,17,0.000438268
14,17,0.000274992
13,17,0.000240618
12,17,0.000180463
11,17,0.000154683
10,17,0.000214837
87,16,0.036479345
86,16,0.018029132
85,16,0.02507579
84,16,0.033961454
83,16,0.043560377
82,16,0.056192801
81,16,0.069521296
80,16,0.084877855
79,16,0.100964859
78,16,0.116519068
77,16,0.13264904
76,16,0.15000788
75,16,0.167899517
74,16,0.184716968
73,16,0.198784503
72,16,0.216203498
71,16,0.227263314
70,16,0.238434844
69,16,0.245043235
68,16,0.249718091
67,16,0.25740926
66,16,0.255123393
65,16,0.253928899
64,16,0.252983615
63,16,0.246804899
62,16,0.241296475
61,16,0.235607588
60,16,0.222253312
59,16,0.215687889
58,16,0.20424996
57,16,0.193731534
56,16,0.181503004
55,16,0.174808679
54,16,0.162837954
53,16,0.153032787
52,16,0.142162028
51,16,0.133147462
50,16,0.12569691
49,16,0.115058175
48,16,0.107813867
47,16,0.097862611
46,16,0.091503432
45,16,0.082076379
44,16,0.074995347
43,16,0.067295584
42,16,0.059423951
41,16,0.052342919
40,16,0.044007238
39,16,0.039564407
38,16,0.033153666
37,16,0.028074917
36,16,0.023606304
35,16,0.020254845
34,16,0.01696354
33,16,0.014144877
32,16,0.012030879
31,16,0.010174687
30,16,0.00811225
29,16,0.006917756
28,16,0.00544827
27,16,0.004924067
26,16,0.003892849
25,16,0.003153809
24,16,0.002500704
23,16,0.001985095
22,16,0.001615575
21,16,0.001435112
20,16,0.00096247
19,16,0.000996844
18,16,0.000833568
17,16,0.000515609
16,16,0.0003953
15,16,0.0003953
14,16,0.000249211
13,16,0.000128902
12,16,0.000154683
11,16,8.59349E-05
10,16,0.000214837
87,15,0.008859883
86,15,0.004477206
85,15,0.006436521
84,15,0.009298151
83,15,0.012030879
82,15,0.016164346
81,15,0.020478276
80,15,0.025230473
79,15,0.032208383
78,15,0.039263635
77,15,0.046739967
76,15,0.054766282
75,15,0.063351174
74,15,0.072477455
73,15,0.080245966
72,15,0.09066127
71,15,0.09724388
70,15,0.106473283
69,15,0.112926991
68,15,0.121889996
67,15,0.126960153
66,15,0.131763911
65,15,0.137719196
64,15,0.139790226
63,15,0.143683075
62,15,0.143872132
61,15,0.145161154
60,15,0.144473676
59,15,0.143141685
58,15,0.141672199
57,15,0.13866448
56,15,0.135742695
55,15,0.13097331
54,15,0.126418763
53,15,0.121907183
52,15,0.116304231
51,15,0.113434007
50,15,0.104771773
49,15,0.102503093
48,15,0.09554237
47,15,0.091554993
46,15,0.086441869
45,15,0.08141468
44,15,0.074797696
43,15,0.067811193
42,15,0.061761379
41,15,0.056416231
40,15,0.049103175
39,15,0.043611938
38,15,0.036814491
37,15,0.030799051
36,15,0.02564296
35,15,0.020211878
34,15,0.016628394
33,15,0.013612081
32,15,0.010733263
31,15,0.008713794
30,15,0.00641074
29,15,0.005508424
28,15,0.004460019
27,15,0.003282711
26,15,0.002552265
25,15,0.002079623
24,15,0.001581201
23,15,0.001374958
22,15,0.000919503
21,15,0.000893722
20,15,0.000696072
19,15,0.000532796
18,15,0.000584357
17,15,0.000386707
16,15,0.00036952
15,15,0.000163276
14,15,0.000154683
13,15,0.000137496
12,15,6.01544E-05
11,15,0.000111715
10,15,0.000120309
87,14,0.002363208
86,14,0.001237462
85,14,0.001435112
84,14,0.002088217
83,14,0.003325679
82,14,0.004477206
81,14,0.005955285
80,14,0.007931787
79,14,0.009624704
78,14,0.012563676
77,14,0.015622956
76,14,0.019068944
75,14,0.022540712
74,14,0.026390594
73,14,0.030094386
72,14,0.036316069
71,14,0.040054235
70,14,0.044161921
69,14,0.049524256
68,14,0.055264704
67,14,0.060180178
66,14,0.065250334
65,14,0.069486923
64,14,0.071532172
63,14,0.076825759
62,14,0.078501489
61,14,0.082987288
60,14,0.084843481
59,14,0.089174597
58,14,0.091503432
57,14,0.090781579
56,14,0.094442404
55,14,0.091958887
54,14,0.092354187
53,14,0.091426091
52,14,0.091073758
51,14,0.089535524
50,14,0.08913163
49,14,0.086312967
48,14,0.083777889
47,14,0.081620924
46,14,0.079867853
45,14,0.077934319
44,14,0.076989035
43,14,0.075012534
42,14,0.070363458
41,14,0.067776819
40,14,0.062191053
39,14,0.058143522
38,14,0.050942181
37,14,0.044952522
36,14,0.037622279
35,14,0.031821676
34,14,0.026399187
33,14,0.021165754
32,14,0.016551053
31,14,0.012890228
30,14,0.00981376
29,14,0.007570861
28,14,0.005654513
27,14,0.004494393
26,14,0.00317959
25,14,0.002535078
24,14,0.001890567
23,14,0.001400738
22,14,0.00110856
21,14,0.000928096
20,14,0.000627324
19,14,0.000601544
18,14,0.000507016
17,14,0.000360926
16,14,0.000214837
15,14,0.00019765
14,14,0.000189057
13,14,0.000146089
12,14,0.00019765
11,14,9.45283E-05
10,14,0.000257805
87,13,0.000876536
86,13,0.000378113
85,13,0.000455455
84,13,0.000627324
83,13,0.000902316
82,13,0.001443706
81,13,0.001778851
80,13,0.002827257
79,13,0.003420207
78,13,0.004391271
77,13,0.005164685
76,13,0.00680604
75,13,0.009031753
74,13,0.010191874
73,13,0.012632423
72,13,0.014995632
71,13,0.016327622
70,13,0.019679081
69,13,0.021561055
68,13,0.025290627
67,13,0.027241349
66,13,0.030953734
65,13,0.033394284
64,13,0.035869208
63,13,0.038816773
62,13,0.042099485
61,13,0.045124392
60,13,0.048157892
59,13,0.051071083
58,13,0.053958494
57,13,0.056295923
56,13,0.058813814
55,13,0.058813814
54,13,0.063136337
53,13,0.066590918
52,13,0.066943251
51,13,0.067510421
50,13,0.068258054
49,13,0.070397832
48,13,0.070604076
47,13,0.070191588
46,13,0.071592326
45,13,0.071910285
44,13,0.072889943
43,13,0.072666512
42,13,0.070784539
41,13,0.072614951
40,13,0.070913441
39,13,0.069435362
38,13,0.066900283
37,13,0.062105119
36,13,0.057017775
35,13,0.051105457
34,13,0.04374084
33,13,0.037252759
32,13,0.031649807
31,13,0.025548432
30,13,0.019825171
29,13,0.015992476
28,13,0.012065253
27,13,0.009710638
26,13,0.007089625
25,13,0.004726417
24,13,0.003523329
23,13,0.002646793
22,13,0.001796038
21,13,0.001340584
20,13,0.001056999
19,13,0.000773414
18,13,0.000721853
17,13,0.00054139
16,13,0.000343739
15,13,0.000343739
14,13,0.000240618
13,13,0.000206244
12,13,0.000120309
11,13,0.000120309
10,13,0.000249211
87,12,0.000309365
86,12,0.000154683
85,12,0.000292179
84,12,0.000223431
83,12,0.000386707
82,12,0.000481235
81,12,0.000644511
80,12,0.000928096
79,12,0.001117153
78,12,0.001821819
77,12,0.002156965
76,12,0.002500704
75,12,0.003488955
74,12,0.004133466
73,12,0.005207652
72,12,0.006548236
71,12,0.007699763
70,12,0.008971599
69,12,0.010612954
68,12,0.011850416
67,12,0.013337089
66,12,0.015442493
65,12,0.016920573
64,12,0.019017383
63,12,0.020615771
62,12,0.023021947
61,12,0.025333595
60,12,0.026467935
59,12,0.029329565
58,12,0.031013889
57,12,0.03279274
56,12,0.03560281
55,12,0.038103514
54,12,0.040320633
53,12,0.043826775
52,12,0.045158766
51,12,0.045777496
50,12,0.048037583
49,12,0.051294514
48,12,0.051913245
47,12,0.054912371
46,12,0.056347483
45,12,0.058504448
44,12,0.060395015
43,12,0.062672289
42,12,0.065104245
41,12,0.067398706
40,12,0.069830662
39,12,0.072417301
38,12,0.073250869
37,12,0.073972722
36,12,0.071549359
35,12,0.069194744
34,12,0.065104245
33,12,0.058384139
32,12,0.051139831
31,12,0.045837651
30,12,0.03898005
29,12,0.032543529
28,12,0.025703115
27,12,0.021294657
26,12,0.01639637
25,12,0.012855854
24,12,0.00924659
23,12,0.007227121
22,12,0.004777978
21,12,0.003480362
20,12,0.002689761
19,12,0.001796038
18,12,0.001323397
17,12,0.00096247
16,12,0.000756227
15,12,0.000610137
14,12,0.000283585
13,12,0.000292179
12,12,0.000240618
11,12,0.000137496
10,12,0.000274992
87,11,0.000283585
86,11,6.87479E-05
85,11,9.45283E-05
84,11,0.000163276
83,11,0.000154683
82,11,0.000163276
81,11,0.00036952
80,11,0.000403894
79,11,0.000584357
78,11,0.00056717
77,11,0.000824975
76,11,0.001117153
75,11,0.001486673
74,11,0.001830412
73,11,0.002646793
72,11,0.003119435
71,11,0.004013158
70,11,0.004692043
69,11,0.004949848
68,11,0.006763073
67,11,0.007115406
66,11,0.008146624
65,11,0.009530175
64,11,0.010604361
63,11,0.011764481
62,11,0.01222853
61,11,0.013740983
60,11,0.01506438
59,11,0.016319029
58,11,0.018123661
57,11,0.020074382
56,11,0.021346218
55,11,0.023013354
54,11,0.024654709
53,11,0.027232755
52,11,0.029329565
51,11,0.030317816
50,11,0.032723992
49,11,0.034597372
48,11,0.036161386
47,11,0.039280822
46,11,0.041996363
45,11,0.04411036
44,11,0.04598374
43,11,0.047796966
42,11,0.051208579
41,11,0.054585819
40,11,0.05688028
39,11,0.061761379
38,11,0.066040935
37,11,0.069804881
36,11,0.07276104
35,11,0.072314179
34,11,0.075725793
33,11,0.07520159
32,11,0.071686855
31,11,0.066264366
30,11,0.060824689
29,11,0.05370069
28,11,0.046275919
27,11,0.03920348
26,11,0.032534936
25,11,0.02618435
24,11,0.020822015
23,11,0.016293248
22,11,0.012366025
21,11,0.009366899
20,11,0.00601544
19,11,0.005070156
18,11,0.003265524
17,11,0.002603826
16,11,0.001839006
15,11,0.001082779
14,11,0.000799194
13,11,0.000627324
12,11,0.000524203
11,11,0.000240618
10,11,0.000386707
87,10,7.73414E-05
86,10,3.43739E-05
85,10,4.29674E-05
84,10,5.15609E-05
83,10,0.000137496
82,10,6.87479E-05
81,10,0.000154683
80,10,0.000214837
79,10,0.000274992
78,10,0.000378113
77,10,0.000378113
76,10,0.000532796
75,10,0.000756227
74,10,0.001005438
73,10,0.001099966
72,10,0.00167573
71,10,0.001950721
70,10,0.002363208
69,10,0.002758509
68,10,0.00374676
67,10,0.004073312
66,10,0.004657669
65,10,0.005164685
64,10,0.00621309
63,10,0.006488081
62,10,0.00717556
61,10,0.008077876
60,10,0.00887707
59,10,0.01001141
58,10,0.010458272
57,10,0.011721514
56,10,0.013156626
55,10,0.014093316
54,10,0.0158292
53,10,0.016722922
52,10,0.018243969
51,10,0.019447057
50,10,0.020469682
49,10,0.022910232
48,10,0.024216442
47,10,0.025256253
46,10,0.029166289
45,10,0.029424094
44,10,0.032010733
43,10,0.035473908
42,10,0.037682433
41,10,0.040475316
40,10,0.043139296
39,10,0.047504787
38,10,0.050349231
37,10,0.054620193
36,10,0.059277862
35,10,0.064442547
34,10,0.069718947
33,10,0.072649325
32,10,0.074144592
31,10,0.072554797
30,10,0.073448519
29,10,0.070947815
28,10,0.066728414
27,10,0.059105992
26,10,0.052557756
25,10,0.04521892
24,10,0.038378506
23,10,0.03168418
22,10,0.025711708
21,10,0.01900879
20,10,0.014660486
19,10,0.011747294
18,10,0.008060689
17,10,0.006230277
16,10,0.003806914
15,10,0.002629607
14,10,0.001778851
13,10,0.001340584
12,10,0.000807788
11,10,0.000644511
10,10,0.00093669
87,9,5.15609E-05
86,9,8.59349E-06
85,9,1.7187E-05
84,9,8.59349E-06
83,9,0.000103122
82,9,0.000103122
81,9,0.000111715
80,9,0.00017187
79,9,0.000163276
78,9,0.000189057
77,9,0.000274992
76,9,0.000266398
75,9,0.000507016
74,9,0.000635918
73,9,0.000782007
72,9,0.000876536
71,9,0.001374958
70,9,0.00133199
69,9,0.00189916
68,9,0.002105404
67,9,0.002732728
66,9,0.002853037
65,9,0.003196777
64,9,0.003875662
63,9,0.004305336
62,9,0.004391271
61,9,0.005345148
60,9,0.005327961
59,9,0.005912318
58,9,0.006917756
57,9,0.007510706
56,9,0.008241152
55,9,0.008782542
54,9,0.00961611
53,9,0.010406711
52,9,0.011678547
51,9,0.012812887
50,9,0.013070691
49,9,0.015055786
48,9,0.0158292
47,9,0.016817451
46,9,0.018596302
45,9,0.020650145
44,9,0.022721175
43,9,0.023675052
42,9,0.025565619
41,9,0.02749056
40,9,0.03109123
39,9,0.033084919
38,9,0.03582624
37,9,0.038670684
36,9,0.043139296
35,9,0.046817308
34,9,0.05069297
33,9,0.055754533
32,9,0.060859063
31,9,0.064313644
30,9,0.069400988
29,9,0.070990782
28,9,0.071016563
27,9,0.071927472
26,9,0.068318209
25,9,0.064605823
24,9,0.056476386
23,9,0.050117207
22,9,0.04425645
21,9,0.035894988
20,9,0.029638931
19,9,0.022661021
18,9,0.017883043
17,9,0.014093316
16,9,0.008971599
15,9,0.00658261
14,9,0.00451158
13,9,0.002999126
12,9,0.002053843
11,9,0.001383551
10,9,0.001624169
87,8,1.7187E-05
86,8,2.57805E-05
84,8,4.29674E-05
83,8,6.01544E-05
82,8,6.01544E-05
81,8,9.45283E-05
80,8,7.73414E-05
79,8,5.15609E-05
78,8,0.000120309
77,8,0.000223431
76,8,0.000189057
75,8,0.000292179
74,8,0.000360926
73,8,0.000489829
72,8,0.000507016
71,8,0.000850755
70,8,0.000971064
69,8,0.000782007
68,8,0.001417925
67,8,0.001624169
66,8,0.001787445
65,8,0.002131184
64,8,0.002535078
63,8,0.002552265
62,8,0.002990533
61,8,0.003514736
60,8,0.003678012
59,8,0.003884255
58,8,0.004485799
57,8,0.004889693
56,8,0.004692043
55,8,0.005688887
54,8,0.005319367
53,8,0.006393553
52,8,0.007106812
51,8,0.007734137
50,8,0.008026315
49,8,0.008567705
48,8,0.009676265
47,8,0.010965287
46,8,0.012065253
45,8,0.014033162
44,8,0.013551926
43,8,0.015769046
42,8,0.01659402
41,8,0.018647863
40,8,0.020014227
39,8,0.021354811
38,8,0.022901638
37,8,0.025282034
36,8,0.027413218
35,8,0.031761522
34,8,0.03427082
33,8,0.037691027
32,8,0.041240136
31,8,0.046035301
30,8,0.050503913
29,8,0.055531102
28,8,0.059363797
27,8,0.063101963
26,8,0.06445114
25,8,0.069409581
24,8,0.064691758
23,8,0.060798909
22,8,0.057043556
21,8,0.051724188
20,8,0.045536879
19,8,0.038954269
18,8,0.030609995
17,8,0.024465653
16,8,0.01903457
15,8,0.018518961
14,8,0.009152062
13,8,0.006161529
12,8,0.003583483
11,8,0.002371802
10,8,0.003128029
87,7,6.01544E-05
86,7,2.57805E-05
85,7,8.59349E-06
84,7,2.57805E-05
83,7,3.43739E-05
82,7,2.57805E-05
81,7,4.29674E-05
80,7,4.29674E-05
79,7,7.73414E-05
78,7,6.87479E-05
77,7,6.87479E-05
76,7,0.000111715
75,7,0.000137496
74,7,0.000163276
73,7,0.000206244
72,7,0.000214837
71,7,0.000300772
70,7,0.000438268
69,7,0.00059295
68,7,0.000584357
67,7,0.000773414
66,7,0.001031218
65,7,0.001005438
64,7,0.001409332
63,7,0.001649949
62,7,0.002010876
61,7,0.00207103
60,7,0.002225713
59,7,0.002354615
58,7,0.002380395
57,7,0.002827257
56,7,0.002964752
55,7,0.003145216
54,7,0.003239744
53,7,0.003514736
52,7,0.003686605
51,7,0.004202214
50,7,0.00468345
49,7,0.005267807
48,7,0.005628733
47,7,0.00621309
46,7,0.006539642
45,7,0.007141186
44,7,0.008077876
43,7,0.008498957
42,7,0.009555956
41,7,0.010561393
40,7,0.011601205
39,7,0.012366025
38,7,0.013397244
37,7,0.01415347
36,7,0.015640143
35,7,0.016946353
34,7,0.01849318
33,7,0.020237658
32,7,0.02263524
31,7,0.02618435
30,7,0.029286598
29,7,0.033789584
28,7,0.037570718
27,7,0.042271354
26,7,0.046654032
25,7,0.051096864
24,7,0.054078803
23,7,0.055479541
22,7,0.055668598
21,7,0.053434292
20,7,0.050959368
19,7,0.046989178
18,7,0.0418159
17,7,0.036513719
16,7,0.02904598
15,7,0.022463371
14,7,0.017040881
13,7,0.011601205
12,7,0.007957567
11,7,0.004502986
10,7,0.005242026
87,6,2.57805E-05
84,6,8.59349E-06
83,6,1.7187E-05
82,6,8.59349E-06
80,6,1.7187E-05
79,6,4.29674E-05
78,6,4.29674E-05
77,6,4.29674E-05
76,6,6.01544E-05
75,6,5.15609E-05
74,6,6.01544E-05
73,6,0.000103122
72,6,0.000189057
71,6,0.000137496
70,6,0.000214837
69,6,0.000189057
68,6,0.000249211
67,6,0.000343739
66,6,0.000352333
65,6,0.000498422
64,6,0.00059295
63,6,0.00076482
62,6,0.000824975
61,6,0.000988251
60,6,0.00093669
59,6,0.001168714
58,6,0.001125747
57,6,0.00130621
56,6,0.001340584
55,6,0.001314803
54,6,0.001649949
53,6,0.001753071
52,6,0.001847599
51,6,0.002088217
50,6,0.001967908
49,6,0.002122591
48,6,0.002818663
47,6,0.002801476
46,6,0.003256931
45,6,0.003669418
44,6,0.003471768
43,6,0.004227995
42,6,0.003884255
41,6,0.004984222
40,6,0.005259213
39,6,0.005396709
38,6,0.006144342
37,6,0.00680604
36,6,0.007338836
35,6,0.008559111
34,6,0.008619266
33,6,0.010028597
32,6,0.011566831
31,6,0.012443367
30,6,0.01415347
29,6,0.016731516
28,6,0.019765016
27,6,0.023030541
26,6,0.026339033
25,6,0.029707679
24,6,0.033514593
23,6,0.036582467
22,6,0.040097203
21,6,0.040612812
20,6,0.040870616
19,6,0.039890959
18,6,0.039865179
17,6,0.037665246
16,6,0.033265382
15,6,0.02791164
14,6,0.022196973
13,6,0.017238532
12,6,0.012288684
11,6,0.007158373
10,6,0.008498957
87,5,8.59349E-06
82,5,8.59349E-06
81,5,8.59349E-06
80,5,1.7187E-05
79,5,3.43739E-05
78,5,2.57805E-05
76,5,1.7187E-05
75,5,9.45283E-05
74,5,3.43739E-05
73,5,3.43739E-05
72,5,6.01544E-05
71,5,6.01544E-05
70,5,3.43739E-05
69,5,3.43739E-05
68,5,0.000103122
67,5,8.59349E-05
66,5,9.45283E-05
65,5,0.000120309
64,5,0.000223431
63,5,0.000223431
62,5,0.000240618
61,5,0.000232024
60,5,0.000266398
59,5,0.000429674
58,5,0.000472642
57,5,0.000360926
56,5,0.000438268
55,5,0.000524203
54,5,0.000575764
53,5,0.000489829
52,5,0.000635918
51,5,0.000687479
50,5,0.000824975
49,5,0.00076482
48,5,0.000996844
47,5,0.00076482
46,5,0.00110856
45,5,0.001366364
44,5,0.001237462
43,5,0.001615575
42,5,0.001684323
41,5,0.001770258
40,5,0.002028063
39,5,0.002251493
38,5,0.002672574
37,5,0.00266398
36,5,0.003188183
35,5,0.003351459
34,5,0.003506142
33,5,0.003832694
32,5,0.004150653
31,5,0.004485799
30,5,0.005284993
29,5,0.006548236
28,5,0.007931787
27,5,0.009487208
26,5,0.010991068
25,5,0.013397244
24,5,0.015399526
23,5,0.018785359
22,5,0.021268876
21,5,0.023494589
20,5,0.024689083
19,5,0.026192943
18,5,0.026605431
17,5,0.027499153
16,5,0.026528089
